constructTestCases(): generating 11 specified cases ...  DONE
Procedure Optimizer.Optimize()
!!! --- WARNING --- !!! Oracle probabilites : ENABLED !!! --- WARNING --- !!!
Optimizer(): Simulated Annealing , Random-normalized optimality [%]
Optimizer(): config:  [[0.5, 0.5, 10], [9.0, 1.0, 300], [], 10, 10, 0.75, 0.01, 0.5, 0.01]
Optimizer(): selective: [  1  2  3  ]
Optimizer(): evals/step: 1
Optimizer(): numParams: 3 , completeRepeats: 100
MABsolver_config: algorithms: UCBtuned , CP DavorTom , CPT Davor , Reset SingleMovingAvg
MABsolver_config: params: types:  Direct  Direct  Direct  Direct  Direct  
MABsolver_config: params: numInputs:  0  0  0  0  0  
MABsolver_config: params: weights:  [  0.166000  ]  [  2.500000  ]  [  1.000000  ]  [  50.000000  ]  [  1.000000  ]  
BanditTestBatch: casesIDs:  6  7  8  9  
BanditTestBatch: numCases: 4
BanditTestBatch: maxim sum reward: 2149.0
BanditTestBatch: random reward: 1365.5
 Evals       Score          p01       p02       p03       case01    case02    case03    case04 
  6253       83.15     3.070480  0.723241  72.558561        56.34     94.15     99.99     82.10 
  6254       77.00     3.075083  0.722332  72.470108        56.34     94.07     75.50     82.09 
  6255       83.14     3.066225  0.722384  73.124708        56.34     94.15     99.99     82.10 
  6256       77.02     3.075138  0.723317  73.536132        56.34     94.15     75.51     82.09 
  6257       83.12     3.089410  0.723668  74.398215        56.34     94.07     99.98     82.08 
  6258       83.09     3.120310  0.725756  74.339466        56.34     94.07     99.98     81.96 
  6259       77.01     3.102794  0.723633  74.615031        56.34     94.07     75.51     82.10 
  6260       83.14     3.085583  0.726987  74.661910        56.34     94.15     99.98     82.11 
  6261       77.01     3.091100  0.726651  74.729957        56.34     94.15     75.49     82.07 
  6262       83.14     3.097529  0.728226  73.771262        56.34     94.15    100.00     82.08 
  6263       77.03     3.097529  0.728226  73.771262        56.34     94.15     75.51     82.10 
  6264       82.42     3.183849  0.798682  138.216535        56.34     91.38    100.00     81.96 
  6265       80.23     1.889375  0.717466  91.196632        68.00     95.45     75.51     81.95 
  6266       76.15     3.231623  0.746136  166.392833        56.34     90.65     75.51     82.10 
  6267       76.45     3.156009  0.846784  154.980639        56.34     91.89     75.49     82.09 
  6268       81.36     5.191421  0.794387  97.043398        56.34     87.02     99.99     82.09 
  6269       82.42     3.162530  0.784277  128.409357        56.34     91.24    100.00     82.12 
  6270       91.34     1.225451  0.710439  87.932347        87.47     95.82    100.00     82.08 
  6271       94.11     0.675620  0.800248  65.465794        94.35     95.96     99.99     86.15 
  6272       93.18     1.402342  0.882661  13.296612        92.68     97.93     99.99     82.12 
  6273       83.74     2.774873  0.816821  67.325648        57.55     95.31    100.00     82.10 
  6274       83.16     2.858703  0.778708  90.501446        56.34     94.22     99.98     82.09 
  6275       89.53     2.229881  0.862559  40.009001        79.41     96.62     99.99     82.09 
  6276       77.33     3.134080  0.773445  25.457894        56.34     95.38     75.51     82.09 
  6277       77.23     2.449629  0.748734  84.824877        56.34     94.95     75.51     82.11 
  6278       88.79     1.179290  0.660409  105.845072        80.88     92.18    100.00     82.12 
  6279       82.51     2.794184  0.736720  132.944388        56.34     91.60     99.99     82.10 
  6280       75.90     3.362146  0.690473  152.406740        56.34     89.64     75.51     82.11 
  6281       81.73     4.172639  0.744512  170.936614        56.34     88.47    100.00     82.10 
  6282       85.60     2.391903  0.795968  159.760532        67.26     93.05    100.00     82.10 
  6283       76.02     3.900319  0.828469  130.617419        56.34     90.15     75.51     82.07 
  6284       76.03     2.748213  0.797080  202.163069        56.34     90.22     75.49     82.09 
  6285       81.83     3.333620  0.822420  211.640129        56.34     88.91     99.98     82.08 
  6286       87.57     1.821340  0.774692  241.065790        78.46     89.71    100.00     82.09 
  6287       75.78     2.697801  0.714963  219.721788        56.34     89.35     75.50     81.91 
  6288       84.98     0.638540  0.701240  285.657582        94.26     88.04     75.51     82.10 
  6289       81.20     1.242991  0.606490  260.055530        77.78     89.42     75.51     82.09 
  6290       85.09     1.530489  0.639468  205.154750        68.48     89.78    100.00     82.09 
  6291       77.52     1.349183  0.558235  163.836427        59.56     92.91     75.51     82.12 
  6292       82.43     2.217363  0.575104  182.602941        56.34     91.31     99.99     82.09 
  6293       76.22     2.328925  0.575931  191.647236        56.34     90.95     75.51     82.10 
  6294       85.96     1.527779  0.645534  174.918643        68.91     92.84     99.99     82.12 
  6295       76.04     2.848132  0.633552  160.629874        56.34     90.22     75.49     82.11 
  6296       85.16     1.786626  0.704300  203.300030        68.60     89.93     99.99     82.10 
  6297       81.89     2.941012  0.753437  230.781186        56.34     89.13    100.00     82.10 
  6298       74.60     4.362200  0.728860  258.310414        56.34     84.47     75.50     82.09 
  6299       85.39     1.948216  0.752190  244.887295        69.52     90.00     99.98     82.07 
  6300       85.03     0.635400  0.674923  249.365066        94.44     88.04     75.51     82.12 
  6301       84.85     0.552581  0.595411  226.792423        93.91     88.04     75.49     81.95 
  6302       82.11     1.866013  0.552634  233.171843        56.34     90.00    100.00     82.11 
  6303       78.65     1.370546  0.573586  232.289545        67.14     89.85     75.50     82.10 
  6304       79.41     1.555399  0.625116  193.143932        67.11     92.91     75.51     82.11 
  6305       88.82     1.169214  0.660845  162.469829        81.02     92.18    100.00     82.09 
  6306       82.87     1.681761  0.590632  199.290631        56.34     93.20     99.99     81.96 
  6307       90.41     1.004915  0.630304  182.889960        87.50     92.04    100.00     82.10 
  6308       76.71     1.796052  0.600457  168.592766        56.34     92.91     75.51     82.10 
  6309       85.94     1.360339  0.599153  188.657722        69.00     92.69     99.98     82.10 
  6310       84.63     0.687752  0.624704  225.666475        92.79     88.25     75.51     81.97 
  6311       82.39     1.146661  0.618766  155.100787        79.71     92.25     75.49     82.09 
  6312       85.64     0.747633  0.684595  189.702869        93.59     91.53     75.49     81.96 
  6313       92.78     0.507554  0.682828  190.648214        94.37     91.16     99.99     85.59 
  6314       82.59     1.283250  0.685910  190.186815        80.53     92.25     75.51     82.08 
  6315       84.36     0.912649  0.681794  209.703731        91.48     88.55     75.51     81.88 
  6316       90.80     0.808129  0.702606  208.917004        92.92     88.33     99.99     81.96 
  6317       85.26     0.779112  0.643840  193.235701        91.85     91.60     75.51     82.07 
  6318       88.18     1.280207  0.627216  190.020533        78.15     92.47     99.98     82.10 
  6319       85.44     0.762820  0.663551  173.645153        92.74     91.60     75.50     81.91 
  6320       87.56     1.242874  0.632152  223.643738        78.88     89.27     99.99     82.08 
  6321       87.28     1.470597  0.671801  208.761081        77.60     89.56    100.00     81.97 
  6322       82.59     2.186184  0.622422  179.320561        56.34     91.96    100.00     82.07 
  6323       76.95     2.110190  0.711517  183.802362        57.17     93.05     75.49     82.08 
  6324       77.22     1.679260  0.631528  186.056927        58.23     93.05     75.50     82.10 
  6325       82.20     2.041994  0.682202  229.816833        56.34     90.51     99.99     81.97 
  6326       83.73     1.123720  0.690384  217.993818        88.40     88.91     75.51     82.09 
  6327       84.22     0.928037  0.672141  207.267363        90.67     88.62     75.50     82.08 
  6328       81.73     1.358087  0.696120  204.545833        80.02     89.27     75.51     82.10 
  6329       83.51     1.113842  0.674889  208.540087        87.54     88.91     75.51     82.08 
  6330       81.61     1.230711  0.646664  216.761885        79.66     89.20     75.51     82.09 
  6331       83.53     1.121933  0.679202  234.788237        87.58     88.91     75.50     82.11 
  6332       79.43     1.702307  0.712605  221.151528        70.34     89.78     75.51     82.09 
  6333       87.47     1.386433  0.664896  242.047541        78.36     89.42    100.00     82.09 
  6334       88.01     1.178477  0.660514  225.673930        80.89     89.05    100.00     82.09 
  6335       84.40     0.903807  0.683646  228.464877        91.57     88.55     75.51     81.96 
  6336       85.38     1.528358  0.660716  219.009676        69.84     89.71    100.00     81.96 
  6337       87.95     1.206119  0.662695  225.999694        80.61     89.13     99.98     82.10 
  6338       84.99     1.595775  0.649340  224.042461        68.01     89.85     99.99     82.11 
  6339       85.40     1.503295  0.653218  212.498430        69.80     89.71     99.99     82.12 
  6340       78.80     1.685892  0.665511  214.036108        67.60     90.00     75.50     82.10 
  6341       79.13     1.499292  0.640757  230.063529        69.09     89.78     75.51     82.12 
  6342       87.24     1.501184  0.672218  232.429138        77.22     89.64    100.00     82.09 
  6343       85.34     1.487207  0.644722  225.153143        69.55     89.71    100.00     82.10 
  6344       79.03     1.577685  0.654937  228.376168        68.67     89.85     75.49     82.11 
  6345       87.86     1.223630  0.657524  219.078087        80.18     89.20    100.00     82.07 
  6346       81.19     1.445352  0.664617  221.679192        77.60     89.56     75.49     82.10 
  6347       87.62     1.342281  0.667367  213.033155        79.04     89.35    100.00     82.10 
  6348       88.19     1.098973  0.652745  223.302912        81.66     88.98    100.00     82.10 
  6349       90.10     0.924879  0.641813  216.788232        89.60     88.69    100.00     82.11 
  6350       81.68     1.161275  0.631578  218.175200        80.01     89.13     75.51     82.09 
  6351       83.74     1.022684  0.656636  213.198787        88.50     88.84     75.51     82.11 
  6352       90.80     0.701937  0.641012  219.156903        92.88     88.25    100.00     82.08 
  6353       84.82     0.683432  0.639325  211.196110        93.50     88.18     75.51     82.09 
  6354       84.67     0.715661  0.641756  219.818278        92.79     88.25     75.51     82.10 
  6355       84.64     0.742102  0.642563  218.918616        92.63     88.33     75.50     82.10 
  6356       84.86     0.659449  0.640454  219.542379        93.66     88.18     75.51     82.08 
  6357       84.82     0.686339  0.640040  219.040486        93.49     88.18     75.51     82.10 
  6358       90.97     0.670660  0.641586  220.214498        93.60     88.18    100.00     82.10 
  6359       90.96     0.671383  0.642752  220.307557        93.61     88.18     99.98     82.07 
  6360       90.99     0.657157  0.643277  219.904816        93.69     88.18    100.00     82.07 
  6361       84.84     0.674007  0.642874  220.417428        93.60     88.18     75.51     82.08 
  6362       84.90     0.622003  0.644384  219.379597        93.91     88.11     75.51     82.09 
  6363       90.94     0.691751  0.644367  220.837242        93.50     88.18    100.00     82.09 
  6364       90.94     0.691751  0.644367  220.837242        93.50     88.18     99.98     82.10 
  6365       88.15     1.471734  0.759441  289.896888        81.28     89.20    100.00     82.10 
  6366       91.20     1.044529  0.865041  257.756002        94.40     88.33     99.99     82.10 
  6367       84.51     1.355084  0.842346  205.699929        91.65     88.84     75.49     82.08 
  6368       84.69     0.991652  0.765150  264.327953        92.70     88.47     75.51     82.09 
  6369       87.17     0.553899  0.855526  211.562285        93.04     87.67     75.51     92.46 
  6370       90.14     1.416816  0.805589  233.765586        89.52     88.98    100.00     82.07 
  6371       86.96     0.758844  0.870974  222.254320        93.57     87.89     75.50     90.90 
  6372       90.03     1.942930  0.893199  274.613551        88.60     89.42     99.99     82.10 
  6373       90.71     2.033653  0.948381  271.739366        91.52     89.35    100.00     81.97 
  6374       81.53     2.937553  0.918486  254.264690        78.12     90.58     75.50     81.90 
  6375       87.14     1.227948  0.962280  211.649323        93.82     88.40     75.50     90.85 
  6376       90.16     2.838471  0.973485  223.781791        88.34     90.22     99.99     82.10 
  6377       94.51     1.111552  0.966082  184.290537        94.12     91.53    100.00     92.41 
  6378       88.28     2.718499  0.895337  184.738063        77.93     93.13    100.00     82.07 
  6379       79.54     3.114087  0.890893  174.163809        68.23     92.33     75.50     82.09 
  6380       82.07     4.535823  0.906150  115.071319        56.34     89.85     99.99     82.09 
  6381       81.61     4.722045  0.798498  137.789921        56.34     88.04    100.00     82.07 
  6382       81.79     4.185571  0.775592  164.878137        56.34     88.91    100.00     81.90 
  6383       81.48     4.175630  0.683050  112.127202        56.34     87.45    100.00     82.11 
  6384       74.61     5.548423  0.701814  95.045237        56.34     84.47     75.51     82.11 
  6385       81.82     3.867935  0.732614  119.072112        56.34     88.98    100.00     81.95 
  6386       76.44     3.907444  0.692275  87.576970        56.34     91.82     75.49     82.09 
  6387       82.18     2.849071  0.655428  136.916293        56.34     90.51     99.99     81.90 
  6388       76.92     1.656630  0.610569  130.436122        56.93     93.13     75.51     82.10 
  6389       91.10     0.653185  0.526728  181.305451        90.66     91.67     99.98     82.07 
  6390       76.55     1.872326  0.562607  164.937677        56.34     92.25     75.50     82.11 
  6391       79.11     1.383612  0.608553  209.578389        69.15     89.71     75.50     82.10 
  6392       82.50     2.008302  0.543986  184.200109        56.34     91.60     99.98     82.08 
  6393       87.89     1.052389  0.600481  204.443352        80.38     89.05    100.00     82.11 
  6394       75.76     2.659948  0.693574  253.589918        56.34     89.13     75.51     82.07 
  6395       78.87     1.403610  0.597720  241.648237        68.09     89.78     75.51     82.11 
  6396       75.99     1.887290  0.557650  208.717703        56.34     90.00     75.49     82.12 
  6397       82.13     1.304205  0.501944  214.357516        56.34     90.15     99.98     82.07 
  6398       76.29     1.418165  0.553988  260.398256        57.53     90.07     75.50     82.07 
  6399       81.69     2.051424  0.505070  202.449837        56.34     88.33     99.98     82.10 
  6400       74.92     2.769861  0.532438  222.675286        56.34     85.71     75.51     82.10 
  6401       90.85     0.706350  0.528471  170.820146        89.56     91.75    100.00     82.10 
  6402       76.48     1.689928  0.501229  173.340112        56.34     92.11     75.51     81.96 
  6403       87.94     1.032595  0.521149  165.975157        77.33     92.47    100.00     81.97 
  6404       76.69     1.686909  0.559539  184.134418        56.34     92.84     75.50     82.08 
  6405       86.24     1.096692  0.532598  170.226077        70.31     92.55    100.00     82.11 
  6406       88.77     0.868270  0.537389  188.208537        80.98     92.04    100.00     82.08 
  6407       82.78     0.816421  0.528089  159.948682        81.57     91.96     75.50     82.09 
  6408       76.53     1.901567  0.577398  153.923912        56.34     92.33     75.50     81.96 
  6409       87.14     1.236093  0.586570  228.695672        76.98     89.49     99.99     82.09 
  6410       82.66     1.890139  0.569385  192.386637        56.34     92.33    100.00     81.96 
  6411       82.19     1.418841  0.517426  230.066366        56.34     90.29    100.00     82.12 
  6412       82.13     1.826493  0.553254  222.225153        56.34     90.22    100.00     81.94 
  6413       81.80     2.391691  0.604075  212.039808        56.34     88.76    100.00     82.10 
  6414       81.75     3.355240  0.618817  174.245273        56.34     88.55    100.00     82.11 
  6415       82.27     2.505051  0.590487  190.885895        56.34     90.65     99.99     82.11 
  6416       76.48     1.994876  0.569011  174.077822        56.34     91.96     75.50     82.12 
  6417       82.37     2.323300  0.577635  169.417951        56.34     91.02    100.00     82.10 
  6418       76.20     2.539123  0.614320  159.335821        56.34     90.87     75.50     82.09 
  6419       82.60     2.061812  0.589605  192.967067        56.34     91.96    100.00     82.10 
  6420       76.04     2.673969  0.608085  191.558285        56.34     90.36     75.51     81.95 
  6421       83.08     1.795563  0.644692  174.842050        57.02     93.20     99.99     82.11 
  6422       88.89     1.002074  0.606485  185.769460        81.37     92.11     99.99     82.09 
  6423       76.48     1.936200  0.554377  183.325471        56.34     91.96     75.50     82.10 
  6424       91.39     0.825375  0.661769  191.972010        91.78     91.67    100.00     82.10 
  6425       82.39     1.376037  0.689696  199.039836        79.55     92.40     75.51     82.09 
  6426       88.20     1.002117  0.618766  204.707965        81.80     88.91    100.00     82.07 
  6427       82.65     1.188871  0.662072  185.860382        80.81     92.18     75.51     82.10 
  6428       89.61     0.987468  0.624139  200.554897        87.52     88.84     99.99     82.09 
  6429       79.92     1.411634  0.620864  192.952861        69.40     92.69     75.50     82.09 
  6430       90.61     0.995713  0.641668  184.177643        88.42     91.96     99.98     82.08 
  6431       89.61     1.007497  0.633085  207.308763        87.54     88.84     99.99     82.07 
  6432       91.77     0.662491  0.652501  187.942968        93.75     91.45    100.00     81.88 
  6433       90.41     1.074132  0.658790  175.782989        87.52     92.04    100.00     82.09 
  6434       91.94     0.598756  0.662484  195.942297        94.35     91.31     99.99     82.10 
  6435       89.89     1.012960  0.663187  208.591084        88.72     88.76    100.00     82.10 
  6436       84.76     0.945150  0.647643  189.849612        89.54     91.89     75.49     82.10 
  6437       84.36     0.880001  0.665864  201.237668        91.46     88.55     75.50     81.95 
  6438       85.67     0.769367  0.690644  198.695435        93.53     91.53     75.49     82.12 
  6439       85.72     0.687713  0.672904  193.539913        93.79     91.45     75.51     82.10 
  6440       91.16     0.622630  0.655462  200.500423        94.52     88.04    100.00     82.08 
  6441       90.97     0.756612  0.682662  209.952210        93.52     88.25    100.00     82.11 
  6442       91.06     0.898033  0.648000  188.963092        90.49     91.82     99.98     81.96 
  6443       91.78     0.665117  0.637354  194.493347        93.60     91.45     99.98     82.09 
  6444       84.88     0.560218  0.664036  204.620965        94.15     87.89     75.49     81.97 
  6445       84.63     0.751660  0.647955  204.775686        92.63     88.33     75.50     82.07 
  6446       85.01     0.612903  0.665760  203.256833        94.40     88.04     75.50     82.11 
  6447       85.44     0.808414  0.671612  197.188997        92.56     91.60     75.51     82.09 
  6448       85.77     0.544354  0.649102  198.139028        94.18     91.31     75.50     82.08 
  6449       90.99     0.501190  0.668131  202.030293        93.85     87.82    100.00     82.30 
  6450       91.75     0.732304  0.669355  192.789505        93.52     91.53     99.99     81.96 
  6451       91.40     0.842216  0.676555  195.020619        91.86     91.67     99.98     82.10 
  6452       90.31     0.993261  0.691026  201.655938        90.52     88.62     99.99     82.09 
  6453       84.30     1.129483  0.681600  198.750709        87.57     92.04     75.50     82.10 
  6454       84.42     0.911332  0.693094  209.903986        91.65     88.47     75.50     82.07 
  6455       84.00     1.027987  0.691478  202.840058        89.72     88.69     75.49     82.08 
  6456       84.22     0.967761  0.688727  200.891231        90.66     88.62     75.51     82.11 
  6457       84.16     0.989669  0.690845  202.945302        90.54     88.62     75.51     81.97 
  6458       90.35     0.968274  0.690641  200.516286        90.69     88.62    100.00     82.10 
  6459       85.20     0.932857  0.690705  199.615662        91.48     91.75     75.51     82.08 
  6460       90.37     0.941265  0.690009  200.717037        90.86     88.55     99.98     82.09 
  6461       85.05     0.942815  0.688892  199.519360        90.83     91.75     75.50     82.12 
  6462       90.53     0.938722  0.692331  200.688799        91.46     88.55    100.00     82.11 
  6463       90.54     0.933420  0.692960  200.119161        91.50     88.55    100.00     82.12 
  6464       90.56     0.905124  0.695083  201.116329        91.71     88.47     99.99     82.09 
  6465       90.57     0.905124  0.695083  201.116329        91.71     88.47    100.00     82.08 
  6466       88.76     1.787644  0.809964  130.296389        80.40     92.55    100.00     82.10 
  6467       94.22     0.544384  0.925606  156.136914        93.44     90.95     99.99     92.51 
  6468       85.52     1.246164  0.838833  161.439658        92.59     91.89     75.51     82.09 
  6469       91.44     1.260833  0.833150  160.575698        91.90     91.89    100.00     81.97 
  6470       93.86     0.937076  0.904474  153.044479        94.35     91.45    100.00     89.62 
  6471       87.75     0.936198  0.908705  138.161455        94.33     91.38     75.51     89.80 
  6472       94.20     0.562886  0.984679  162.280060        93.75     90.95     99.99     92.10 
  6473       94.25     1.600336  0.992853  192.589977        94.06     91.96    100.00     90.96 
  6474       90.68     2.466951  0.944730  168.379782        87.74     92.91    100.00     82.09 
  6475       87.28     0.961190  0.982712  262.249443        93.11     88.04     75.51     92.46 
  6476       84.86     3.124075  0.996314  199.247175        88.70     93.13     75.51     82.09 
  6477       90.84     2.371695  0.981201  224.239944        91.61     89.64    100.00     82.11 
  6478       81.97     3.576070  0.983014  275.145255        80.15     90.15     75.50     82.09 
  6479       91.15     1.085720  0.898963  281.787474        94.19     88.33    100.00     82.09 
  6480       93.19     0.545876  0.964116  272.395520        93.47     87.53     99.98     91.80 
  6481       91.19     1.040064  0.865658  255.183222        94.38     88.33     99.99     82.08 
  6482       84.91     0.780134  0.813423  275.713269        94.01     88.04     75.50     82.08 
  6483       85.82     0.618289  0.768217  293.239728        93.75     87.89     75.51     86.12 
  6484       81.97     1.663064  0.794577  268.655226        80.86     89.42     75.51     82.11 
  6485       83.56     1.292388  0.735061  273.346221        87.55     89.05     75.51     82.10 
  6486       90.30     1.140924  0.745905  253.457931        90.51     88.76    100.00     81.91 
  6487       87.89     1.307910  0.686848  217.951704        80.26     89.20    100.00     82.11 
  6488       76.55     2.079374  0.617507  190.585145        56.34     92.25     75.50     82.11 
  6489       88.10     1.471120  0.752442  223.915299        81.01     89.27    100.00     82.10 
  6490       76.46     3.117150  0.835617  197.220379        56.34     91.89     75.50     82.10 
  6491       76.77     3.752625  0.911833  142.622609        58.29     91.31     75.49     81.97 
  6492       86.20     3.470682  0.921457  92.546387        68.50     94.22     99.99     82.11 
  6493       76.00     4.484620  0.922035  123.303056        56.34     90.07     75.49     82.09 
  6494       89.14     2.985570  0.965152  121.330414        81.34     93.13     99.98     82.10 
  6495       88.57     3.454815  0.973428  157.541259        79.79     92.40     99.98     82.10 
  6496       81.86     3.995277  0.982776  138.562522        78.30     91.53     75.51     82.10 
  6497       82.98     3.757450  0.989427  93.286344        80.02     94.29     75.51     82.10 
  6498       79.08     4.462033  0.969695  126.978829        68.06     90.65     75.50     82.10 
  6499       82.31     3.847080  0.893287  175.234778        56.34     90.95     99.98     81.97 
  6500       74.97     4.821265  0.875245  209.387444        56.34     85.93     75.50     82.09 
  6501       88.82     2.417495  0.900715  134.249582        80.25     92.98     99.99     82.08 
  6502       81.61     3.731832  0.959185  104.436363        77.13     91.75     75.50     82.08 
  6503       88.29     2.481126  0.869903  112.223670        77.97     93.13     99.98     82.08 
  6504       91.86     1.275380  0.876019  115.479027        93.54     91.82     99.99     82.09 
  6505       82.37     2.476911  0.881986  101.873176        78.73     93.13     75.51     82.10 
  6506       94.30     0.640592  0.895511  107.049091        93.74     91.09     99.99     92.36 
  6507       93.09     0.919591  0.834037  68.716449        94.30     96.11    100.00     81.97 
  6508       95.52     0.716147  0.856285  30.775171        94.09     97.05     99.99     90.96 
  6509       92.59     1.798724  0.926299  60.874316        91.69     96.55    100.00     82.11 
  6510       86.89     1.976363  0.974982  41.090043        92.89     97.05     75.50     82.10 
  6511       92.81     1.330591  0.891447  83.056519        93.58     95.60     99.98     82.08 
  6512       82.59     2.337620  0.883265  123.558547        79.78     92.98     75.49     82.09 
  6513       89.25     0.549928  0.858743  93.138332        94.37     94.73     75.50     92.39 
  6514       89.10     1.077161  0.951874  92.691401        94.20     95.02     75.51     91.67 
  6515       88.30     1.296200  0.955560  94.202267        94.03     95.16     75.51     88.49 
  6516       95.19     1.347466  0.971978  73.477968        94.51     95.89    100.00     90.36 
  6517       86.41     1.894172  0.928947  65.351302        91.45     96.62     75.49     82.09 
  6518       92.89     1.864302  0.964392  68.031572        92.90     96.55     99.99     82.11 
  6519       87.03     1.510444  0.942958  58.754597        93.86     96.69     75.50     82.08 
  6520       93.08     2.121116  0.995004  65.011681        93.61     96.62     99.99     82.09 
  6521       92.25     1.989182  0.923407  68.838957        90.43     96.62     99.99     81.94 
  6522       86.74     1.314378  0.899928  86.824595        93.74     95.60     75.50     82.12 
  6523       86.51     1.972226  0.958441  80.051544        92.50     95.96     75.50     82.08 
  6524       83.50     2.878782  0.948530  67.211487        80.64     95.75     75.51     82.09 
  6525       91.25     2.794946  0.967822  99.854619        87.62     95.31    100.00     82.08 
  6526       85.98     1.905006  0.893731  44.134478        89.36     96.98     75.49     82.09 
  6527       85.78     1.887323  0.890405  55.375027        88.77     96.76     75.50     82.10 
  6528       92.43     1.988970  0.939029  47.818364        90.86     96.98     99.98     81.91 
  6529       92.15     2.382223  0.961270  45.253175        89.79     96.69    100.00     82.10 
  6530       87.01     1.650161  0.932617  22.208197        92.79     97.64     75.51     82.10 
  6531       85.66     2.493833  0.955224  52.862526        88.63     96.40     75.50     82.09 
  6532       93.20     1.794290  0.967759  43.902333        93.65     97.20    100.00     81.96 
  6533       89.98     1.071478  0.994913  27.674036        94.50     97.56     75.50     92.38 
  6534       86.76     2.331730  0.991858  49.710049        92.58     96.84     75.50     82.11 
  6535       92.65     2.055982  0.946634  35.683888        91.42     97.13     99.98     82.09 
  6536       90.06     2.449358  0.921841  30.148586        81.31     96.84    100.00     82.09 
  6537       92.67     2.119154  0.962459  40.469086        91.68     96.91    100.00     82.08 
  6538       92.77     2.097365  0.960300  26.139189        91.68     97.42    100.00     81.97 
  6539       87.21     1.836722  0.973234  26.057000        93.67     97.56     75.50     82.10 
  6540       92.73     1.984509  0.945865  39.584000        91.61     97.20    100.00     82.10 
  6541       93.41     1.540414  0.947662  26.131190        93.86     97.71     99.98     82.08 
  6542       92.89     1.764596  0.920511  10.578429        91.67     97.78    100.00     82.10 
  6543       88.22     1.210324  0.942209  32.350558        94.01     97.27     75.49     86.09 
  6544       94.11     1.124499  0.918868  41.092133        94.07     96.91     99.99     85.47 
  6545       89.08     1.110896  0.936682  48.204311        94.45     96.84     75.51     89.53 
  6546       95.79     0.894929  0.933256  48.577886        94.01     96.76    100.00     92.38 
  6547       95.84     0.645744  0.943595  44.810529        94.54     96.62     99.98     92.24 
  6548       95.84     0.686790  0.950807  40.802506        94.48     96.62     99.98     92.27 
  6549       89.77     0.886673  0.936151  32.293712        93.98     97.13     75.49     92.49 
  6550       95.89     0.920297  0.964517  42.510690        94.51     96.76    100.00     92.31 
  6551       89.69     0.993289  0.957286  43.864024        94.01     96.84     75.49     92.41 
  6552       96.00     0.839654  0.973287  35.928904        94.50     97.13    100.00     92.36 
  6553       89.91     0.766744  0.968289  28.215678        94.51     97.42     75.51     92.20 
  6554       89.91     0.976333  0.983584  33.993442        94.54     97.13     75.50     92.48 
  6555       89.81     0.574083  0.963079  31.595110        94.53     96.91     75.51     92.28 
  6556       96.02     0.866330  0.972457  34.507862        94.54     97.13     99.99     92.44 
  6557       96.02     0.871491  0.972999  33.369534        94.54     97.13    100.00     92.41 
  6558       96.03     0.858420  0.971452  32.108073        94.54     97.13    100.00     92.44 
  6559       89.90     0.878807  0.971716  32.116313        94.48     97.13     75.51     92.48 
  6560       96.01     0.879073  0.973181  31.015355        94.48     97.13    100.00     92.43 
  6561       89.92     0.918583  0.973701  31.995030        94.53     97.13     75.50     92.54 
  6562       95.99     0.848422  0.974107  30.710677        94.51     97.13     99.99     92.35 
  6563       96.03     0.867321  0.971715  30.717812        94.54     97.13    100.00     92.46 
  6564       89.89     0.872507  0.970768  30.086317        94.48     97.13     75.49     92.48 
  6565       89.87     0.846125  0.972075  30.297423        94.51     97.13     75.49     92.36 
  6566       96.02     0.867321  0.971715  30.717812        94.54     97.13    100.00     92.43 
  6567       89.04     2.401108  0.869348  76.485087        78.52     95.75    100.00     81.90 
  6568       96.11     0.703914  0.997642  17.726704        94.47     97.78    100.00     92.18 
  6569       86.44     2.685570  0.996353  35.855810        91.43     96.84     75.51     81.97 
  6570       89.55     2.261704  0.880436  74.619497        80.15     95.96    100.00     82.08 
  6571       82.11     2.310822  0.844802  115.716771        77.79     93.05     75.51     82.10 
  6572       84.84     1.670416  0.861364  185.745755        89.53     92.25     75.49     82.10 
  6573       82.90     1.419579  0.757653  191.532547        81.74     92.25     75.50     82.09 
  6574       90.79     2.009534  0.899856  167.036437        88.52     92.55    100.00     82.08 
  6575       85.41     2.469062  0.801074  123.956649        66.78     92.91     99.98     81.96 
  6576       83.07     3.490893  0.865329  90.910830        56.34     93.85     99.98     82.10 
  6577       77.72     2.689398  0.800850  33.690397        57.02     96.25     75.49     82.10 
  6578       87.03     1.135202  0.809379  14.643628        92.63     98.00     75.51     81.97 
  6579       83.53     2.742510  0.759050  41.548735        56.34     95.67    100.00     82.09 
  6580       82.97     2.075204  0.810385  51.438115        77.89     96.40     75.50     82.09 
  6581       93.27     1.010517  0.864386  43.627677        94.30     96.84     99.99     81.97 
  6582       92.43     1.184032  0.796053  72.200164        91.66     95.96     99.99     82.10 
  6583       85.50     2.603695  0.823085  116.383937        67.08     92.84     99.99     82.08 
  6584       88.89     0.516157  0.754141  87.025693        94.02     95.09     75.51     90.96 
  6585       86.29     1.008408  0.694371  40.507712        90.47     97.05     75.51     82.10 
  6586       87.02     0.800918  0.771910  61.712382        94.40     96.11     75.50     82.07 
  6587       89.84     1.358694  0.693314  22.546276        79.91     97.49    100.00     81.98 
  6588       89.64     1.353519  0.670714  23.260622        79.03     97.42    100.00     82.11 
